	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
10	0.57789093	0.7040084	0.5315989	0.6451697	0.7085643	0.6482214	0.5622056	0.65774834	0.6521044	0.62697387	0.6711	0.66534317	0.66656387	0.6634003	0.5080354	0.6186608	0.49297154	0.5658833	0.6514076	0.6784282	0.7062948	0.636161	0.6402246	0.6126205	0.61810255	0.6576366	0.60881704	0.6410543	0.4962781	0.62016875	0.5446887
11	7.390596	7.378103	7.382764	7.3768425	7.378347	7.381077	7.3882103	7.3817854	7.3691154	7.389602	7.381205	7.3659296	7.386179	7.3788667	7.387762	7.3885865	7.3793974	7.372302	7.3780384	7.379906	7.3849998	7.386525	7.38186	7.3766923	7.3875146	7.3767505	7.382349	7.387625	7.3861675	7.3824563	7.3941483
12	40.564888	42.66148	41.777267	41.284008	42.44277	42.485558	42.701767	42.043003	41.954266	42.996418	42.210083	43.132698	42.57765	42.49241	41.61946	42.189167	41.90306	42.05812	41.386536	42.45036	41.988712	42.42952	41.89883	41.77531	42.151356	42.614006	41.34161	41.228203	41.537952	42.309402	40.31008
13	93.97801	92.02285	93.565414	92.70364	92.65442	93.10144	93.82878	94.01577	93.48534	93.30688	93.60837	93.08652	94.1558	94.52508	95.9855	94.29266	95.72474	93.88818	93.69767	93.741806	93.31175	93.35184	93.57383	93.3768	93.13547	92.968834	93.590866	93.595665	93.926834	92.60854	94.19452
14	114.15056	132.54266	79.34761	89.23036	101.793594	102.50253	79.77428	105.95708	108.55623	92.44505	105.4871	119.44316	107.77451	97.689926	68.22937	109.70097	70.75781	86.27084	109.85744	108.54356	105.10906	93.41418	99.87804	101.264694	97.49987	127.36292	105.999214	114.31292	87.37521	128.74161	88.95839
15	23.393736	26.52863	20.386269	25.13073	29.28241	26.2132	24.30121	27.158466	25.21434	24.263966	27.098434	25.912102	27.0497	27.919323	24.796951	29.13719	23.164587	24.996975	28.441908	26.867195	27.470833	24.862568	23.497746	24.916878	23.708313	25.96422	26.786755	27.309397	22.315876	24.793468	24.943546
16	119.81572	145.16739	105.08078	113.09813	127.30377	114.71715	91.18015	98.81175	98.93833	95.08022	101.71389	104.852394	100.46784	98.57755	79.561714	115.93116	68.04954	84.43828	106.109726	102.02609	97.723404	95.26517	89.1356	99.863174	90.08564	116.06502	116.226715	116.882126	92.45494	130.77943	98.37392
17	8.236194	8.776067	8.478144	8.492897	8.66941	8.661891	8.531425	8.4495325	8.570333	8.521845	8.451396	8.699942	8.679336	8.48313	8.657683	8.675259	8.416287	8.65141	8.623529	8.453238	8.544421	8.566478	8.448879	8.62154	8.465151	8.699805	8.544768	8.576921	8.589719	8.637796	8.300647
18	106.305	103.80193	103.937096	104.4281	103.84155	103.01959	103.248215	104.27693	103.57592	102.79874	103.848785	103.97613	103.8884	103.53095	104.08375	102.369156	104.77644	103.07338	103.04336	103.62236	102.81802	103.56275	103.403694	103.42708	103.657234	102.720985	103.32393	105.05974	104.081505	103.46052	105.44189
19	1.1591868	1.5373821	1.0809247	1.3723698	1.4712112	1.6009145	1.3065966	1.8308963	1.8670478	1.6686251	1.8119453	1.929599	1.8481926	1.7312249	1.1182487	1.6306956	0.94084036	1.2867657	1.6329156	1.9855193	1.7799401	1.7149901	1.8006082	1.6961944	1.63236	1.9073334	1.5447311	1.5463235	1.204252	1.6364605	1.1985078
20	1.1524898	1.6938978	1.2360195	1.5612161	1.5947	1.5785917	1.27233	1.5686271	1.6556	1.6504014	1.6167715	1.6966465	1.5974486	1.522557	0.99170434	1.4322138	0.8402739	1.2552876	1.3374008	1.6781807	1.6714964	1.6241223	1.5813336	1.6358936	1.3696575	1.5554669	1.428452	1.430795	1.2559431	1.5545987	1.1547446
21	123.86499	156.17519	142.72343	148.84482	155.80586	153.98367	136.32008	142.71179	144.5977	141.65233	140.10977	147.10078	149.44435	151.1033	152.71663	147.21063	144.69812	140.47366	146.13084	144.12141	148.00578	140.06276	143.9867	137.80402	143.99715	149.9089	141.95363	142.101	137.59216	145.09688	127.14945
22	1.936249	2.346055	1.8213236	2.313675	2.3810625	2.1225207	1.8281126	2.0473943	2.0759459	1.9633814	2.0569534	2.0499947	2.117373	2.0475852	1.7704383	1.9020191	1.8685879	1.9367684	1.9474896	2.088936	2.0838325	1.9922507	1.9914787	1.936092	1.8281695	2.0980208	1.9970138	1.981914	1.7589103	1.9444798	1.7888939
23	2.041343	2.394502	2.1491961	2.2199996	2.2681298	2.278663	2.1849515	2.229234	2.242636	2.2640996	2.3051116	2.2840805	2.2501838	2.2837794	2.1787283	2.228466	2.2309642	2.326364	2.3432379	2.2873406	2.3730025	2.2476144	2.2805662	2.274805	2.2216184	2.3296192	2.1927192	2.1549668	2.1471798	2.2655954	1.9453716
24	3.4576457	4.0126433	3.611618	3.7284193	3.9687662	3.8096886	3.697727	3.7375784	3.7140605	3.6946428	3.7134798	3.7921655	3.8128653	3.6637294	3.5425706	3.5835268	3.8255534	3.75555	3.8447714	3.687401	3.8266752	3.7023487	3.6734061	3.5153031	3.678579	3.8028815	3.7022424	3.6874714	3.7416766	3.7390032	3.429725
25	4.094269	4.6890078	4.220961	4.4893627	4.507538	4.5065007	4.228405	4.3430643	4.590272	4.431182	4.3498993	4.5627875	4.504446	4.4248214	4.169893	4.4418507	4.3367577	4.5558834	4.27163	4.496892	4.3183966	4.326872	4.4922004	4.474082	4.153125	4.57234	4.3671126	4.294303	4.401137	4.6614404	3.992158
26	1.65699	1.4803715	0.84515727	1.0100629	1.0112243	1.05826	0.8174896	1.077021	1.1569669	1.0429038	1.0817313	1.1921567	1.0892174	0.99638635	0.70572424	1.0110953	0.6377739	0.82143086	0.90854275	1.1454937	1.0740346	1.0170557	1.063429	1.1101806	0.95691025	1.2776902	1.1979176	1.3025889	1.1910591	1.5866879	1.57232
27	3.8297026	4.8030195	3.7447271	4.3374653	4.72591	4.442047	3.9487286	4.4022245	4.510101	4.115702	4.310648	4.2042217	4.5071483	4.4964366	3.5613978	4.865661	3.7143948	4.3257303	4.8236594	4.635035	4.4754243	4.125575	4.4000225	4.2639356	4.0004163	4.7994604	4.809852	4.614858	3.6594064	4.950371	3.6176476
28	32.093895	32.28003	31.71969	32.003246	32.067387	31.909693	31.529118	31.957266	31.3741	31.554634	31.423328	31.528872	32.250446	31.890585	32.306725	32.272434	32.386135	32.011597	31.766666	31.83742	31.732578	31.350716	31.442625	31.594187	31.566109	31.55743	31.49762	31.676016	31.423088	31.778393	31.620619
29	10.9938755	11.403423	10.922738	11.090496	11.469492	11.382056	11.39182	11.409741	11.440883	11.2439	11.521936	11.59442	11.781563	11.678038	11.575379	11.653525	11.449147	11.363742	11.4879465	11.665531	11.255829	11.433906	11.322145	11.270498	11.092598	11.515344	11.181924	11.192824	10.854504	11.35852	10.703415
30	35.023525	38.617214	36.643433	37.80329	38.139423	39.155403	36.808277	36.616318	36.702724	36.407864	37.25181	36.73943	36.533195	37.38966	38.02404	37.02388	38.79079	37.211357	37.51853	37.702965	36.992355	35.544518	37.018116	36.195896	36.16743	37.663845	35.922237	36.150208	35.341934	37.001114	33.52329
31	13.373233	18.047083	12.434678	15.248226	15.780418	15.152702	11.676233	14.339371	15.013254	14.450935	14.458508	15.57449	14.2251215	12.972123	8.633206	13.79071	8.691798	12.880646	14.203375	15.122021	15.579794	14.3223095	14.491609	15.18869	12.946747	15.831563	14.323569	14.028051	12.029272	16.282772	12.52879
32	253.38133	293.7805	265.73694	293.17712	294.78714	291.33228	266.2885	282.96548	295.04388	275.0445	286.74908	301.6011	288.60693	282.5462	263.20526	273.7121	257.0663	283.56732	283.08524	294.71854	280.07797	282.70682	291.59305	283.5298	270.6631	298.1364	273.91348	279.73975	264.9139	286.5018	249.05847
33	210.07948	252.61821	223.44594	253.08423	249.74738	238.1196	223.02591	233.76291	239.86716	236.0329	237.43066	246.57532	238.30722	233.39204	185.96928	247.15576	176.29607	224.33806	231.31676	239.5304	234.23914	230.80075	232.39507	236.1459	215.88152	235.27702	229.048	226.41113	200.12935	228.40758	199.20338
